term,coef,se,p,event_time,arm,n_authors,n_obs,split,subgroup,outcome,table,vs_subgroup,diff_in_diff,z
k+0:AUTHOR_MISCONDUCT,-1.7602452214998274,1.157420625848023,0.12830137375960193,0,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-1.4196489583943315,0.8274543804436076,0.08622017868122467,1,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-1.227220367441762,0.5697085798820655,0.031230800827790395,2,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.6396844920830107,0.6344132365669974,0.3133062072988526,3,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.47760596653584453,0.6431903104659482,0.4577494601681553,4,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.68356469278978,1.0812298557224829,0.527249442780966,5,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-1.1753158007770441,0.9036294454097997,0.19337443283009215,6,AUTHOR_MISCONDUCT,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.39521919879062417,0.7448419689381703,0.5956903657862065,-3,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,-1.9541761148903938,1.198744384267689,0.10306222678667942,0,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,-2.079459561602415,0.9590853986839416,0.03014580420409274,1,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.15580120937262887,1.5403553368832497,0.9194343417279445,2,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.6053476946334064,0.8465664310368902,0.4745705805990923,3,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-1.4592781557067205,0.7805387261121289,0.06154242040516378,4,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,-2.4526643990929604,1.1452443396854994,0.032225042302920004,5,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,-2.181500377928941,1.0835933259584598,0.04409259424828771,6,HONEST_ERROR,1387.0,13870.0,subject_group,B/T,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.033568147636563,0.02022216834074093,0.09692093698752302,-3,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.05161675480378012,0.0228229079529739,0.023720864917648576,0,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,0.003273214117537445,0.015494680876566731,0.8326940708315385,1,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.013017050465040248,0.01162000572663281,0.2626168096460586,2,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.02403680592616494,0.012727956790069722,0.05895823063667449,3,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.023358416499954765,0.014428473945591542,0.1054663941322822,4,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.015511454495470717,0.014128581847605676,0.272257910589758,5,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.00586310398657694,0.014558645143109469,0.68715187352627,6,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k-3:HONEST_ERROR,0.02278300015428164,0.02161298134154029,0.29182111255088783,-3,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.044702287804983525,0.019580267307132228,0.022428751285679338,0,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+1:HONEST_ERROR,0.012906096405190585,0.015596518757153925,0.40795455273150294,1,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.01198039496594909,0.012400268419043972,0.333974146006927,2,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.013482823095518438,0.01362649396712152,0.32243984037801043,3,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.039120528531442725,0.015364637884438884,0.01089213033439207,4,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.0066566933356864925,0.01510459783716448,0.6594255435576657,5,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.009605529964075486,0.01551544382418777,0.5358539353901708,6,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.5652193843624959,0.15088599321495366,0.00017967443733368782,-3,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.055673773286386646,0.24597870581232617,0.8209403002365443,0,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,0.27145631005621584,0.2490946644983074,0.27581373357532546,1,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.13088843211062332,0.2987491493948863,0.6612981935544664,2,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.3019146278121061,0.4612845203815603,0.5127842690523112,3,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,0.4802396040536777,0.5104235188855841,0.346774065853795,4,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,0.47674384728738073,0.7905512315638834,0.5464738057331553,5,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,0.2845381077679937,1.4280367090218478,0.8420662067210856,6,AUTHOR_MISCONDUCT,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.40641737012630436,0.152781933683721,0.007811419294844635,-3,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,0.37400312607909625,0.2545451463412273,0.14175149800834452,0,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,0.40781969760421843,0.2891870662478144,0.15847237103564416,1,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,0.2799296356703773,0.3306723117141527,0.3972476961109743,2,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,0.13701345573166282,0.4858963962373779,0.7779582306471675,3,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,0.8539719754909918,0.8265765101305134,0.30153684696397454,4,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,0.8600202589025655,0.8249478501942782,0.2971731146753207,5,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,0.638272519891594,1.4440317323743646,0.6584839471050732,6,HONEST_ERROR,10431.0,104310.0,subject_group,BLS,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.014714452214452375,0.054466035861366946,0.7870384641213368,-3,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.00014568764568881343,0.06797021051247697,0.9982898120616024,0,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.10999417249417233,0.05831702799851647,0.05927587575815707,1,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.029865967365967208,0.06363180939605498,0.6388152401691687,2,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.035984848484848383,0.06307084157741416,0.568307086826102,3,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,0.007721445221444932,0.07332137135200766,0.9161301355409488,4,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.026369463869464066,0.07469469655720608,0.7240659987015425,5,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.008304195804195523,0.06294893798676841,0.8950479221916017,6,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k-3:HONEST_ERROR,-0.014206514206514198,0.0714924083127037,0.8424867807834076,-3,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+0:HONEST_ERROR,-0.08835758835758731,0.0731390563392345,0.22701776882313762,0,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+1:HONEST_ERROR,-0.10533610533610502,0.06202209479979743,0.08943904480667864,1,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.06687456687456668,0.06428842737951411,0.29823438577397154,2,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.10810810810810811,0.06986548428724734,0.12177283098803837,3,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.029799029799030038,0.0874579942479952,0.7333114366981612,4,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.08385308385308388,0.07968808503031144,0.29267740320071267,5,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.004158004158003888,0.07431287748275862,0.9553795092688728,6,HONEST_ERROR,416.0,4160.0,subject_group,ENV,active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.3597027972027932,0.4813788853614206,0.4549221645943997,-3,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.2262529137529125,0.6205378406076658,0.7154042193821017,0,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.1694347319347404,0.905141728506006,0.8515105808254813,1,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,0.5013111888111732,0.8735854381350986,0.5660660682540413,2,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,0.2245046620046504,1.4325860060272095,0.8754711450073116,3,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,1.3142482517482401,1.6031490404197724,0.4123348725113254,4,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,0.02491258741257521,1.2271580855823205,0.9838032248386459,5,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,1.1344696969696988,1.060813830830027,0.28487444300653775,6,AUTHOR_MISCONDUCT,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,-0.015246015246023537,0.6510066526611913,0.9813159385302082,-3,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,-1.623007623007627,1.041379212785928,0.11911064657772652,0,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,-1.1275121275121411,1.4892110871045432,0.44897771981888046,1,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.051975051975072906,1.0322560253943245,0.9598427380889814,2,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-2.95183645183647,2.1135996370750036,0.16253628207071769,3,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-2.3395703395703586,1.8829818234061866,0.2140589112976765,4,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,-2.825363825363846,1.6031465130604254,0.07800401237876531,5,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,-1.5450450450450521,2.1205752971489837,0.4662481433797443,6,HONEST_ERROR,416.0,4160.0,subject_group,ENV,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.04524509803921367,0.02709903392019045,0.09499450488612737,-3,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.01503731343283668,0.020237075290295968,0.4574467833651372,0,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.03480172666081531,0.021315774001540968,0.10253741404935379,1,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,0.006753731343281149,0.026462036086431176,0.7985505435626636,2,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.0013864501024313004,0.023941639914894685,0.9538206591655061,3,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.004143254316654431,0.02293229464315041,0.8566239842752803,4,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.011262071992978271,0.02317099846946032,0.6269375851455721,5,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.02716198419666603,0.02694083487524821,0.3133542805550309,6,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k-3:HONEST_ERROR,0.021557071960295767,0.02801606980991077,0.44162394855187537,-3,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.0020346468649299464,0.019631289828269595,0.9174526181342617,0,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+1:HONEST_ERROR,-0.004571589941114876,0.02104490216720991,0.8280288898545145,1,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+2:HONEST_ERROR,0.0619398355616435,0.025777601650812165,0.0162676423059378,2,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+3:HONEST_ERROR,0.017890541091068593,0.023305590173087136,0.44269502646877656,3,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+4:HONEST_ERROR,0.007946464945740571,0.023146983223437133,0.7313693488812232,4,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+5:HONEST_ERROR,0.022274637976369378,0.021953637160354776,0.31028616259298225,5,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.010011203288769241,0.026322665946226266,0.703703182912712,6,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.018991805677502444,0.438150076466438,0.965426173310358,-3,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.6794483465027633,0.4412455561700191,0.12359892291027874,0,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.7551551068188314,0.6123992107433759,0.21753502185507267,1,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.43443664032775786,0.599197384718889,0.4684330523219291,2,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.9338688908399017,0.8944340988598958,0.2964441696657878,3,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-1.815501902253408,1.174030705310137,0.12201193736701343,4,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.48357184664909075,0.5632840543164945,0.39062379328317354,5,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.9017061750072928,0.701056213512318,0.19836945223726543,6,AUTHOR_MISCONDUCT,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.5581135883856259,0.5904337221771537,0.34452597431795073,-3,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,-0.01913355060921898,0.6478196207659148,0.9764376612511878,0,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,-0.20061756971962208,0.659324663329683,0.7609165899778847,1,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,0.4594829821117922,0.6156818267516441,0.4554865696781363,2,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.5365171660308697,0.9266272218269529,0.562589169829939,3,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-1.6116810488500113,1.2141834564592253,0.18438349895271733,4,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,0.04289192992854007,0.7428787677968797,0.953957758131279,5,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,-1.4440761453279263,0.8583806681023797,0.09250563543452994,6,HONEST_ERROR,2617.0,26170.0,subject_group,HSC,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.0027572532036401858,0.02874179324983934,0.92357470397824,-3,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.07197959928577687,0.022971276556469175,0.0017275787285044863,0,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.023458848365873777,0.027697373970606592,0.3970117721445603,1,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.0019779222444752213,0.023840379285825625,0.9338791969214031,2,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,0.007226075032799071,0.025087041367698754,0.773316009004575,3,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,0.0025056970079589957,0.02891199091674615,0.9309367167456271,4,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.018832187355110736,0.02377803015144588,0.42836098336688266,5,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,0.016652033659203477,0.02376084622800093,0.48341647386313236,6,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k-3:HONEST_ERROR,-0.010560616616547695,0.03122879648879404,0.7352356971108913,-3,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.02960941151570108,0.02806611841162135,0.29143092079208843,0,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+1:HONEST_ERROR,0.002936689213617551,0.027595603729418848,0.9152501298732467,1,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+2:HONEST_ERROR,0.0033247202208229057,0.025242572717130297,0.8952130185199072,2,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.0023237765999681195,0.026633544309080256,0.9304728008113408,3,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+4:HONEST_ERROR,0.009555263552421915,0.029943798039240948,0.7496456798098636,4,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+5:HONEST_ERROR,0.0049914897744991575,0.02603966613527843,0.8479866588659388,5,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k+6:HONEST_ERROR,0.005379520781704327,0.024813704232073863,0.8283670479826877,6,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.21936686758279217,0.4336721880045858,0.6129720061716277,-3,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.3671240714617052,0.42911969212171563,0.3922587046169008,0,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.46363286606358045,0.5440296624885411,0.39409209291098435,1,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.31738993183319436,0.5406979218314072,0.5572033940518462,2,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.761376752261528,0.6199252159715007,0.2193812207398298,3,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.2690862097879973,0.6955672191000114,0.6988608393707851,4,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.2294587102565713,0.794971213451051,0.7728585965117845,5,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.36656176937721496,0.9098935871600355,0.6870495703915642,6,AUTHOR_MISCONDUCT,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.20074210930127778,0.4578373523956422,0.6610548489150363,-3,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,0.11442725741449178,0.44839718204159473,0.7985750098997071,0,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,0.023658867831358732,0.7367800893352344,0.974383398739386,1,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.308989531981682,0.5881362676896925,0.5993255540299567,2,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.3200351873572334,0.7084951352385237,0.6514770490249571,3,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,0.7281908936177793,1.1263515708156018,0.5179529513353982,4,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.46352288060107916,0.8311319306504559,0.5770487622848632,5,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.02350894676036963,0.9960500857623413,0.9811699385759458,6,HONEST_ERROR,2227.0,22270.0,subject_group,PHY,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.015217391304347766,0.0997401556574181,0.8787371017816781,-3,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.13550724637681388,0.11872060747385256,0.2537050988239318,0,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.007971014492751782,0.11488887076857422,0.9446869775391655,1,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,0.0031400966183579987,0.07260776280991724,0.9655043244401118,2,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,0.046618357487923645,0.09030885470450153,0.6057075642194947,3,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.020048309178742528,0.12300193819275765,0.8705248790223961,4,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
