openalex_id,doi,pub_year,n_authors,source_id,retraction_date,retraction_year,category,rw_journal,rw_publisher
W3131093363,10.1007/s12517-021-06692-5,2021,1,S38407038,2021-11-22,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3178270512,10.1007/s10776-021-00516-9,2021,1,S81442583,2022-11-07,2022.0,EDITORIAL_COMPROMISE,International Journal of Wireless Information Networks,Springer
W4206551861,10.1007/s00709-013-0586-8,2013,2,S201230245,2017-01-05,2017.0,AUTHOR_MISCONDUCT,Protoplasma,Springer
W3192699065,10.1007/s12517-021-08060-9,2021,1,S38407038,2021-11-24,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W4206099047,10.1007/s11356-021-17917-1,2022,4,S87561820,2022-05-06,2022.0,UNCONFIRMED_CONCERNS,Environmental Science and Pollution Research,Springer
W3162222297,10.1007/s12517-021-07211-2,2021,1,S38407038,2021-11-23,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W4205114049,10.1007/s12588-012-9023-7,2011,3,S204261765,2016-11-07,2016.0,AUTHOR_MISCONDUCT,International Journal of Plastics Technology,Springer
W3187378363,10.1007/s12517-021-07935-1,2021,1,S38407038,2021-12-06,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3170086854,10.1007/s12517-021-07203-2,2021,1,S38407038,2021-12-06,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3043625091,10.1007/s00500-020-05111-3,2020,3,S65753830,2022-12-27,2022.0,EDITORIAL_COMPROMISE,Soft Computing,Springer
W3028544433,10.1007/s10661-008-0482-4,2008,3,S11732831,2016-12-06,2016.0,AUTHOR_MISCONDUCT,Environmental Monitoring and Assessment,Springer
W3039617280,10.1007/s10772-020-09731-w,2020,1,S4650632,2022-10-24,2022.0,EDITORIAL_COMPROMISE,International Journal of Speech Technology,Springer
W3008203856,10.1007/s10772-020-09687-x,2020,2,S4650632,2022-10-24,2022.0,EDITORIAL_COMPROMISE,International Journal of Speech Technology,Springer
W3037645044,10.1007/s11356-020-09777-y,2020,3,S87561820,2021-12-18,2021.0,AUTHOR_MISCONDUCT,Environmental Science and Pollution Research,Springer
W3004441927,10.1007/s11277-020-07046-2,2020,3,S49967189,2022-12-06,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W3035762528,10.1007/s12652-020-02182-w,2020,3,S48031226,2022-06-14,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W3004723842,10.1007/s12652-020-01738-0,2020,3,S48031226,2022-05-23,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W3015657660,10.1007/s00500-020-04864-1,2020,2,S65753830,2022-12-20,2022.0,EDITORIAL_COMPROMISE,Soft Computing,Springer
W3031316796,10.1007/s12652-020-02152-2,2020,2,S48031226,2022-07-11,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer
W3097804865,10.1007/s00455-020-10212-0,2020,3,S152176358,2022-10-31,2022.0,AUTHOR_MISCONDUCT,Dysphagia,Springer
W2998286986,10.1007/s12652-019-01651-1,2020,2,S48031226,2022-05-23,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W2295571838,10.1007/s12540-014-4016-z,2014,2,S205066066,2016-03-01,2016.0,AUTHOR_MISCONDUCT,Metals and Materials International,Springer
W2312464596,10.1007/s00432-015-1945-y,2015,8,S10075937,2016-01-06,2016.0,AUTHOR_MISCONDUCT,Journal of Cancer Research and Clinical Oncology,Springer
W2303046684,10.1007/s12035-016-9867-5,2016,14,S194681035,2017-07-05,2017.0,AUTHOR_MISCONDUCT,Molecular Neurobiology,Springer
W2294701895,10.1007/s12540-014-6015-5,2014,3,S205066066,2016-03-11,2016.0,AUTHOR_MISCONDUCT,Metals and Materials International,Springer
W2159005546,10.1186/1476-511x-13-147,2014,6,S188748365,2015-07-23,2015.0,AUTHOR_MISCONDUCT,Lipids in Health and Disease,BioMed Central (BMC)
W3178164537,10.1007/s12517-021-07758-0,2021,3,S38407038,2021-12-13,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3197802750,10.1007/s12517-021-08160-6,2021,1,S38407038,2021-11-17,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3193463894,10.1007/s12517-021-08077-0,2021,2,S38407038,2021-11-09,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W4206470796,10.1007/s00170-012-4497-1,2012,1,S77056576,2015-06-13,2015.0,AUTHOR_MISCONDUCT,The International Journal of Advanced Manufacturing Technology,Springer
W3191569306,10.1007/s12517-021-08022-1,2021,4,S38407038,2021-12-13,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3160157237,10.1007/s12517-021-07182-4,2021,5,S38407038,2022-04-09,2022.0,EDITORIAL_COMPROMISE,Arabian Journal of Geosciences,Springer
W4205845513,10.1007/s10854-021-07683-8,2022,3,S189509794,2022-11-09,2022.0,HONEST_ERROR,Journal of Materials Science: Materials in Electronics,Springer
W2788841849,10.1007/s11277-018-5372-7,2018,2,S49967189,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2767999319,10.1007/s11042-017-5384-4,2017,2,S110206669,2022-09-21,2022.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer - Nature Publishing Group
W2783909559,10.1007/s10586-017-1536-6,2018,2,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2613504425,10.1007/s11033-014-3515-9,2014,5,S197962172,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W2779271409,10.1007/s10586-017-1578-9,2017,3,S106148199,2022-11-30,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2466919350,10.1007/s00595-012-0285-7,2012,12,S125466547,2016-02-15,2016.0,ETHICS_VIOLATION,Surgery Today,Springer
W2791157264,10.1007/s10586-018-2188-x,2018,3,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2895068048,10.1007/s00521-018-3781-x,2018,2,S147897268,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Neural Computing and Applications,Springer
W2931058344,10.1007/s11042-019-7478-7,2019,1,S110206669,2022-09-12,2022.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer - Nature Publishing Group
W2925886002,10.1007/s12541-014-0551-2,2014,4,S130039360,2015-11-07,2015.0,AUTHOR_MISCONDUCT,International Journal of Precision Engineering and Manufacturing,Springer
W2901328025,10.1007/s11042-018-6870-z,2018,4,S110206669,2022-09-20,2022.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer
W2914589974,10.1007/s11010-014-1980-z,2014,6,S11742566,2015-08-17,2015.0,AUTHOR_MISCONDUCT,Molecular and Cellular Biochemistry,Springer
W2966794565,10.1007/s42823-019-00069-1,2019,1,S2765060811,2022-05-02,2022.0,UNCONFIRMED_CONCERNS,Carbon Letters,Springer
W21115808,10.1007/bf03008961,1995,1,S199913245,2019-09-20,2019.0,AUTHOR_MISCONDUCT,Journal of Applied Mathematics and Computing,Springer
W1461785286,10.1007/s11033-014-3511-0,2014,3,S197962172,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W1982552374,10.1007/s00521-012-1137-5,2012,1,S147897268,2020-04-15,2020.0,AUTHOR_MISCONDUCT,Neural Computing and Applications,Springer
W1614726357,10.1007/bf03027746,2006,1,S205066066,2015-05-12,2015.0,AUTHOR_MISCONDUCT,Metals and Materials International,Springer
W1978453210,10.1007/s10555-014-9540-2,2014,4,S114927911,2016-05-30,2016.0,AUTHOR_MISCONDUCT,Cancer Metastasis Reviews,Springer
W2290294703,10.1007/s00604-012-0819-0,2012,2,S12065667,2016-02-29,2016.0,AUTHOR_MISCONDUCT,Microchimica Acta,Springer
W2295004611,10.1007/s12540-015-4260-x,2014,2,S205066066,2016-03-01,2016.0,AUTHOR_MISCONDUCT,Metals and Materials International,Springer
W2291086750,10.1007/s11002-012-9215-0,2012,3,S148909191,2016-03-05,2016.0,HONEST_ERROR,Marketing Letters,Springer
W2316238658,10.1007/s00408-014-9639-9,2014,8,S104471971,2015-10-01,2015.0,EDITORIAL_COMPROMISE,Lung,Springer
W2156346178,10.1186/2047-783x-18-53,2013,2,S64516541,2015-03-26,2015.0,EDITORIAL_COMPROMISE,European Journal of Medical Research,BioMed Central (BMC)
W4285784393,10.2147/ott.s215819,2019,3,S120324992,2022-01-25,2022.0,HONEST_ERROR,OncoTargets and Therapy,Taylor and Francis - Dove Press
W4283821233,10.1007/s12652-022-04291-0,2022,2,S48031226,2022-07-04,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer
W2007989740,10.1007/s12013-014-0175-2,2014,2,S188545443,2022-10-18,2022.0,AUTHOR_MISCONDUCT,Cell Biochemistry and Biophysics,Springer
W2011681079,10.1007/s00521-012-0934-1,2012,1,S147897268,2020-06-15,2020.0,AUTHOR_MISCONDUCT,Neural Computing and Applications,Springer
W2050927439,10.1016/j.ceramint.2012.02.058,2012,1,S106928643,2021-02-10,2021.0,AUTHOR_MISCONDUCT,Ceramics International,Elsevier
W2794154866,10.1007/s10586-018-2201-4,2018,1,S106148199,2022-12-01,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2893095440,10.1007/s11277-018-5996-7,2018,1,S49967189,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W3000383612,10.1007/s12652-019-01657-9,2020,5,S48031226,2022-06-16,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W3035290434,10.1007/s10772-020-09722-x,2020,1,S4650632,2022-12-02,2022.0,EDITORIAL_COMPROMISE,International Journal of Speech Technology,Springer
W2909889932,10.1007/s10257-019-00403-0,2019,4,S56271844,2022-11-17,2022.0,EDITORIAL_COMPROMISE,Information Systems and e-Business Management,Springer
W4292712299,10.1007/s11242-022-01840-1,2022,3,S183886180,2022-12-15,2022.0,AUTHOR_MISCONDUCT,Transport in Porous Media,Springer
W2787967834,10.1007/s10586-018-2260-6,2018,4,S106148199,2022-12-01,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2788980748,10.1007/s11277-018-5503-1,2018,3,S49967189,2022-12-19,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2465249536,10.1007/s11033-014-3479-9,2014,4,S197962172,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W2787717394,10.1007/s11277-017-5149-4,2018,1,S49967189,2022-12-19,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2417384722,10.1007/s001010050625,1998,1,S129597367,2021-12-07,2021.0,UNCLASSIFIED,Der Anaesthesist,Springer
W2785211987,10.1007/s11277-018-5248-x,2018,2,S49967189,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2789166797,10.1007/s10586-018-2144-9,2018,2,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2782763618,10.1007/s11277-017-5214-z,2018,5,S49967189,2022-12-12,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2788708557,10.1007/s10586-018-2122-2,2018,1,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2616706594,10.1007/s10072-014-1992-1,2014,10,S75480959,2015-08-17,2015.0,EDITORIAL_COMPROMISE,Neurological Sciences: Official Journal of the Italian Neurological Society,Springer - Nature Publishing Group
W2792453633,10.1007/s10586-018-2210-3,2018,1,S106148199,2022-12-06,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2768741110,10.1007/s11042-017-4552-x,2017,4,S110206669,2022-09-20,2022.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer
W2785386689,10.1007/s11277-017-5174-3,2018,1,S49967189,2022-12-14,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2792514300,10.1007/s10586-018-2218-8,2018,1,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2790173988,10.1007/s10586-018-2198-8,2018,2,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2618246089,10.1140/epjp/i2016-16030-x,2016,1,S2500088085,2016-09-15,2016.0,UNCONFIRMED_CONCERNS,European Physical Journal Plus,Springer
W2411513979,10.1007/s10735-015-9642-3,2015,4,S172113453,2016-01-16,2016.0,AUTHOR_MISCONDUCT,Journal of Molecular Histology,Springer
W2792938695,10.1007/s10586-018-2460-0,2018,1,S106148199,2022-12-26,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2791813105,10.1007/s10586-018-2257-1,2018,1,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W3185027385,10.1007/s12517-021-07837-2,2021,2,S38407038,2021-12-06,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W2969952999,10.1007/s12083-019-00804-5,2019,5,S177487720,2022-10-17,2022.0,EDITORIAL_COMPROMISE,Peer-to-Peer Networking and Applications,Springer
W3185472224,10.1007/s00521-021-06313-y,2021,1,S147897268,2022-12-29,2022.0,EDITORIAL_COMPROMISE,Neural Computing and Applications,Springer
W3181181770,10.1007/s12517-021-07640-z,2021,1,S38407038,2021-11-12,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3144909313,10.1007/s12517-021-06979-7,2021,1,S38407038,2021-11-22,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W1973935082,10.1007/s00784-012-0684-6,2012,10,S103663982,2022-01-03,2022.0,AUTHOR_MISCONDUCT,Clinical Oral Investigations,Springer
W4220922586,10.1007/s10854-022-07944-0,2022,4,S189509794,2022-11-07,2022.0,AUTHOR_MISCONDUCT,Journal of Materials Science: Materials in Electronics,Springer
W1146409236,10.1007/s12298-012-0157-z,2012,7,S197197320,2015-01-01,2015.0,AUTHOR_MISCONDUCT,Physiology and Molecular Biology of Plants: An International Journal of Functional Plant Biology,Springer
W621489731,10.1007/s10552-014-0436-9,2014,1,S150168663,2015-06-04,2015.0,AUTHOR_MISCONDUCT,Cancer Causes & Control: CCC,Springer
W2796223434,10.1007/s10586-018-2555-7,2018,3,S106148199,2022-12-22,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2902630455,10.1007/s12065-018-0194-9,2018,2,S182392644,2022-12-01,2022.0,EDITORIAL_COMPROMISE,Evolutionary Intelligence,Springer
W2760460050,10.1007/s10586-017-1184-x,2017,2,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2768613401,10.1007/s10586-017-1285-6,2017,4,S106148199,2022-12-21,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2770690889,10.1007/s10617-017-9196-6,2017,3,S85498321,2022-05-09,2022.0,EDITORIAL_COMPROMISE,Design Automation for Embedded Systems,Springer
W2784786026,10.1007/s11277-018-5311-7,2018,1,S49967189,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2791257539,10.1007/s10586-018-2478-3,2018,2,S106148199,2022-12-21,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2788220342,10.1007/s10586-018-2080-8,2018,1,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2787479105,10.1007/s11277-017-5180-5,2018,1,S49967189,2022-12-19,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2792473554,10.1007/s10586-018-2206-z,2018,1,S106148199,2022-11-30,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2790709541,10.1007/s10586-018-2566-4,2018,1,S106148199,2022-12-05,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2787232054,10.1007/s11277-018-5334-0,2018,1,S49967189,2022-12-13,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2616465795,10.1007/s11033-014-3715-3,2014,4,S197962172,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W2787514113,10.1007/s10586-017-1681-y,2018,5,S106148199,2022-12-21,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2614725848,10.1007/s11033-014-3705-5,2014,7,S197962172,2015-08-18,2015.0,EDITORIAL_COMPROMISE,Molecular Biology Reports,Springer
W2614542126,10.1186/s40478-014-0166-y,2014,10,S2764650462,2016-12-09,2016.0,HONEST_ERROR,Acta Neuropathologica Communications,BioMed Central (BMC)
W2664917861,10.1007/s00381-014-2383-x,2014,7,S65770309,2016-04-01,2016.0,AUTHOR_MISCONDUCT,Child's Nervous System (ChNS): Official Journal of the International Society for Pediatric Neurosurgery,Springer
W2495288813,10.1111/ecc.12555,2016,3,S142055198,2016-07-20,2016.0,AUTHOR_MISCONDUCT,European Journal of Cancer Care,Wiley
W2412296716,10.1007/bf03021030,2003,6,S4210186964,2022-04-22,2022.0,AUTHOR_MISCONDUCT,Canadian Journal of Anaesthesia: Journal Canadien d'Anesthésie,Springer
W4240650602,10.1007/bf03027820,2007,1,S205066066,2015-05-01,2015.0,AUTHOR_MISCONDUCT,Metals and Materials International,Springer
W2901965510,10.1007/s11042-018-6856-x,2018,1,S110206669,2022-09-21,2022.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer - Nature Publishing Group
W2896475784,10.12659/msm.910702,2018,7,S156858864,2022-07-19,2022.0,AUTHOR_MISCONDUCT,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
W3107983564,10.1016/j.omtn.2020.11.019,2020,3,S2764969478,2022-11-04,2022.0,AUTHOR_MISCONDUCT,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
W1791326973,10.3892/etm.2015.2531,2015,4,S151424340,2021-09-09,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W2766048581,10.1016/j.solener.2017.10.059,2017,7,S5745031,2019-04-02,2019.0,AUTHOR_MISCONDUCT,Solar Energy,Elsevier
W2531789049,10.3892/or.2016.5155,2016,8,S124357017,2021-08-09,2021.0,AUTHOR_MISCONDUCT,Oncology Reports,Spandidos
W3193833957,10.1007/s00779-021-01621-5,2021,1,S58126648,2021-12-01,2021.0,AUTHOR_MISCONDUCT,Personal and Ubiquitous Computing,Springer
W3136515843,10.1007/s12517-021-06717-z,2021,1,S38407038,2021-12-06,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W1999427770,10.2147/tcrm.s15812,2010,5,S204453222,2022-08-10,2022.0,AUTHOR_MISCONDUCT,Therapeutics and Clinical Risk Management,Taylor and Francis - Dove Press
W2396239704,10.2147/ott.s96561,2016,8,S120324992,2021-08-24,2021.0,AUTHOR_MISCONDUCT,OncoTargets and Therapy,Taylor and Francis - Dove Press
W3194004019,10.1007/s00779-021-01636-y,2021,1,S58126648,2021-12-01,2021.0,AUTHOR_MISCONDUCT,Personal and Ubiquitous Computing,Springer
W3209866286,10.3892/etm.2017.5356,2017,6,S151424340,2021-09-03,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W2154382975,10.7150/thno/v01p0003,2011,8,S2482500137,2017-01-07,2017.0,AUTHOR_MISCONDUCT,Theranostics,Ivyspring International Publisher
W2075482210,10.1371/journal.pone.0051309,2013,11,S202381698,2019-08-30,2019.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W2347123634,10.1159/000443123,2016,3,S161399637,2020-08-01,2020.0,AUTHOR_MISCONDUCT,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
W2327752232,10.1097/tp.0000000000000112,2014,4,S11564597,2019-08-01,2019.0,AUTHOR_MISCONDUCT,Transplantation,Wolters Kluwer
W2318497240,10.1097/sla.0000000000000484,2014,6,S157664895,2015-08-01,2015.0,EDITORIAL_COMPROMISE,Annals of Surgery,Wolters Kluwer
W1993263858,10.1074/jbc.m109.049395,2009,10,S140251998,2019-08-09,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2495003867,10.1097/yct.0000000000000344,2016,11,S164150133,2016-12-01,2016.0,HONEST_ERROR,The Journal of ECT,Wolters Kluwer - Lippincott Williams & Wilkins
W4235311234,10.1172/jci34378,2008,11,S114430552,2016-05-02,2016.0,HONEST_ERROR,The Journal of Clinical Investigation (JCI),American Society of Clinical Investigation
W2079792089,10.2753/mer1052-8008200202,2010,1,S67177122,2017-07-06,2017.0,AUTHOR_MISCONDUCT,Marketing Education Review,Taylor and Francis
W2064321781,10.1074/jbc.m112.346270,2012,18,S140251998,2017-03-06,2017.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2081890618,10.2147/ijn.s49000,2013,8,S101287785,2021-12-23,2021.0,AUTHOR_MISCONDUCT,International Journal of Nanomedicine,Taylor and Francis - Dove Press
W3126136597,10.1097/md.0000000000024219,2021,12,S28966261,2022-09-02,2022.0,HONEST_ERROR,Medicine,Wolters Kluwer - Lippincott Williams & Wilkins
W2317854198,10.1097/brs.0000000000000106,2013,5,S4026894,2016-03-01,2016.0,HONEST_ERROR,Spine,Lippincott Williams and Wilkins
W2101538692,10.1172/jci73014,2014,23,S114430552,2019-06-03,2019.0,UNCONFIRMED_CONCERNS,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation
W2029194329,10.1074/jbc.m112.355495,2012,7,S140251998,2019-11-22,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2407040273,10.1097/yct.0000000000000319,2016,11,S164150133,2016-12-01,2016.0,HONEST_ERROR,The Journal of ECT,Wolters Kluwer - Lippincott Williams & Wilkins
W2152737287,10.1074/jbc.m113.529925,2014,6,S140251998,2016-07-01,2016.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W1973361859,10.1016/j.ajpath.2012.11.026,2013,21,S145577119,2016-12-16,2016.0,AUTHOR_MISCONDUCT,The American Journal of Pathology,Elsevier
W4232729269,10.3892/ijmm.9.3.317,2002,3,S192722082,2022-09-14,2022.0,AUTHOR_MISCONDUCT,International Journal of Molecular Medicine,Spandidos
W3183119590,10.3892/mmr.2015.3683,2015,4,S95395365,2021-06-24,2021.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
W2049693441,10.1080/10916466.2011.574177,2013,4,S55916960,2015-03-11,2015.0,AUTHOR_MISCONDUCT,Petroleum Science and Technology,Taylor and Francis
W2776877453,10.1016/j.micres.2017.12.008,2017,6,S106450229,2018-03-01,2018.0,AUTHOR_MISCONDUCT,Microbiological Research,Elsevier
W2174144627,10.1016/j.bbabio.2012.09.016,2012,3,S4210237460,2016-07-26,2016.0,AUTHOR_MISCONDUCT,Biochimica et Biophysica Acta (BBA),Elsevier
W1972575998,10.1016/j.ydbio.2008.11.017,2008,8,S136634221,2015-03-24,2015.0,AUTHOR_MISCONDUCT,Developmental Biology,Elsevier
W2911826562,10.1016/j.cam.2019.01.003,2019,2,S165473669,2021-04-29,2021.0,HONEST_ERROR,Journal of Computational and Applied Mathematics,Elsevier
W3039971219,10.1016/j.ajpath.2020.07.001,2020,19,S145577119,2020-07-07,2020.0,EDITORIAL_COMPROMISE,The American Journal of Pathology,Elsevier
W3164961251,10.1016/j.otsr.2021.102971,2021,1,S4210170289,2022-05-14,2022.0,AUTHOR_MISCONDUCT,"Orthopaedics & Traumatology, Surgery & Research (OTSR)",Elsevier
W2328887562,10.1016/j.jacc.2014.08.044,2014,1,S60865174,2015-06-16,2015.0,AUTHOR_MISCONDUCT,Journal of the American College of Cardiology (JACC),Elsevier
W2988508489,10.1016/j.cam.2019.112622,2019,2,S165473669,2020-12-03,2020.0,HONEST_ERROR,Journal of Computational and Applied Mathematics,Elsevier
W2129008780,10.1016/j.chembiol.2014.02.011,2014,3,S85134406,2017-07-20,2017.0,AUTHOR_MISCONDUCT,Cell Chemical Biology,Elsevier - Cell Press
W2894425806,10.1016/j.micres.2018.09.007,2018,2,S106450229,2019-02-27,2019.0,HONEST_ERROR,Microbiological Research,Elsevier
W3112300384,10.5197/j.2044-0588.2020.042.021,2020,2,S38981329,2021-06-17,2021.0,HONEST_ERROR,New Disease Reports,Wiley
W4251264195,10.1016/j.gmit.2015.05.005,2015,4,S2764778298,2015-08-23,2015.0,EDITORIAL_COMPROMISE,Gynecology and Minimally Invasive Therapy,Elsevier
W2910276287,10.1016/j.apm.2019.01.007,2019,2,S153281200,2020-02-28,2020.0,AUTHOR_MISCONDUCT,Applied Mathematical Modelling,Elsevier
W2989637110,10.1016/s0022-5223(19)34207-2,1993,1,S127437062,2021-03-12,2021.0,AUTHOR_MISCONDUCT,Journal of Thoracic and Cardiovascular Surgery,Elsevier
W3095834397,10.1002/cmdc.202000720,2020,3,S136164820,2020-11-01,2020.0,HONEST_ERROR,ChemMedChem,Wiley
W2416703949,10.1016/s0022-5223(19)34197-2,1993,6,S127437062,2021-03-12,2021.0,AUTHOR_MISCONDUCT,Journal of Thoracic and Cardiovascular Surgery,Elsevier
W1994568126,10.1016/j.jmaa.2007.01.082,2007,2,S151579836,2018-05-22,2018.0,HONEST_ERROR,Journal of Mathematical Analysis and Applications,Elsevier
W2732276281,10.3892/etm.2017.4733,2017,3,S151424340,2021-08-02,2021.0,AUTHOR_MISCONDUCT,Experimental and Therapeutic Medicine,Spandidos
W2935066066,10.1038/s41385-019-0161-5,2019,5,S68384121,2020-12-16,2020.0,UNCONFIRMED_CONCERNS,Mucosal Immunology,Springer - Nature Publishing Group
W2963306205,10.1016/j.jmaa.2015.12.003,2015,3,S151579836,2022-10-28,2022.0,HONEST_ERROR,Journal of Mathematical Analysis and Applications,Elsevier
W2779352307,10.1016/j.jcin.2017.01.023,2017,2,S117995063,2017-08-07,2017.0,HONEST_ERROR,JACC: Cardiovascular Interventions,Elsevier
W2925798367,10.1016/j.micres.2019.03.010,2019,4,S106450229,2019-12-19,2019.0,HONEST_ERROR,Microbiological Research,Elsevier
W4205165239,10.1016/j.micres.2018.11.008,2018,8,S106450229,2019-02-27,2019.0,HONEST_ERROR,Microbiological Research,Elsevier
W2118120499,10.3945/ajcn.114.098616,2015,9,S71285955,2021-05-08,2021.0,UNCONFIRMED_CONCERNS,The American Journal of Clinical Nutrition,Oxford University Press
W2123103483,10.1016/j.cam.2013.09.036,2013,1,S165473669,2015-08-28,2015.0,AUTHOR_MISCONDUCT,Journal of Computational and Applied Mathematics,Elsevier
W2159206233,10.3945/ajcn.113.072785,2013,5,S71285955,2021-05-08,2021.0,UNCONFIRMED_CONCERNS,The American Journal of Clinical Nutrition,Oxford University Press
W1974427487,10.1016/j.micres.2013.02.002,2013,4,S106450229,2018-04-25,2018.0,AUTHOR_MISCONDUCT,Microbiological Research,Elsevier
W2424113103,10.1016/s0022-5223(19)34485-x,1989,6,S127437062,2021-03-12,2021.0,AUTHOR_MISCONDUCT,Journal of Thoracic and Cardiovascular Surgery,Elsevier
